site name,AOD Latitude,AOD Longitude,firstdate,datetime,AerosolOpticalThicknessPassedThresholdMean,AerosolModelMW,UVAerosolIndex,VISAerosolIndex,AerosolOpticalThicknessPassedThresholdStd,SolarZenithAngle,TerrainReflectivity,ViewingZenithAngle,SingleScatteringAlbedoPassedThresholdMean,SingleScatteringAlbedoPassedThresholdStd,AerosolOpticalThicknessMW0,AerosolOpticalThicknessMW1,AerosolOpticalThicknessMW2,AerosolOpticalThicknessMW3,AerosolOpticalThicknessMW4,SingleScatteringAlbedoMW0,SingleScatteringAlbedoMW1,SingleScatteringAlbedoMW2,SingleScatteringAlbedoMW3,SingleScatteringAlbedoMW4
Sabana,-18.375,-65.625,2018-10-16 00:00:00,2018-10-18 04:07:00,541,1113,-1.64,-15.23,52,28.686,46,36.006,922,nan,765,687,595,561,530,1000,1000,1000,1000,1000
QS  and Icacos,-18.375,-65.875,2018-10-17 00:00:00,2018-10-19 02:12:00,nan,nan,0.32,-8.94,nan,38.041,56,44.606,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-17 00:00:00,2018-10-19 02:12:00,nan,nan,1.89,-9.07,nan,38.907,46,49.409,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-18 00:00:00,2018-10-20 03:09:00,nan,nan,-1.17,-13.09,nan,25.726,46,52.544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-18 00:00:00,2018-10-20 03:09:00,nan,nan,-1.17,-13.09,nan,25.726,46,52.544,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-19 00:00:00,2018-10-21 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-19 00:00:00,2018-10-21 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-20 00:00:00,2018-10-22 03:08:00,1623,1114,-0.27,-10.46,102,21.823,73,66.283,973,nan,1755,1694,1638,1619,1602,1000,1000,1000,1000,1000
Sabana,-18.375,-65.625,2018-10-20 00:00:00,2018-10-22 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-21 00:00:00,2018-10-23 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-21 00:00:00,2018-10-23 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-22 00:00:00,2018-10-24 14:04:00,nan,nan,0.18,-10.23,nan,41.943,57,62.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-22 00:00:00,2018-10-24 14:04:00,nan,nan,0.47,-10.43,nan,41.975,57,62.546,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-23 00:00:00,2018-10-26 03:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-23 00:00:00,2018-10-26 03:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-24 00:00:00,2018-10-27 05:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-24 00:00:00,2018-10-27 05:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-25 00:00:00,2018-10-27 05:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-25 00:00:00,2018-10-27 05:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-26 00:00:00,2018-10-28 03:06:00,nan,nan,0.43,-8.64,nan,36.082,58,35.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-26 00:00:00,2018-10-28 03:06:00,nan,nan,0.29,-5.66,nan,36.403,48,37.662,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-27 00:00:00,2018-10-29 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-27 00:00:00,2018-10-29 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-28 00:00:00,2018-10-30 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-28 00:00:00,2018-10-30 02:12:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-29 00:00:00,2018-10-31 03:06:00,nan,nan,0.55,-8.26,nan,43.762,49,68.733,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-29 00:00:00,2018-10-31 03:06:00,nan,1111,-1.41,-19.12,nan,21.097,46,66.284,nan,nan,54,44,34,31,29,1000,1000,1000,1000,1000
QS  and Icacos,-18.375,-65.875,2018-10-30 00:00:00,2018-11-01 03:46:00,nan,nan,0.06,-12.67,nan,30.373,49,14.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-30 00:00:00,2018-11-01 03:46:00,nan,nan,0.06,-12.67,nan,30.373,49,14.124,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-10-31 00:00:00,2018-11-02 03:05:00,nan,nan,3.0,-7.39,nan,39.899,62,57.024,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-10-31 00:00:00,2018-11-02 03:05:00,nan,nan,-0.23,-6.07,nan,40.591,49,59.724,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-01 00:00:00,2018-11-03 04:06:00,nan,nan,-2.04,-8.71,nan,27.288,50,38.276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-01 00:00:00,2018-11-03 04:06:00,nan,nan,-1.18,-9.37,nan,27.584,50,36.006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-02 00:00:00,2018-11-04 02:05:00,nan,nan,0.68,-6.24,nan,37.105,59,44.604,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-02 00:00:00,2018-11-04 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-03 00:00:00,2018-11-05 02:05:00,nan,nan,-2.2,-15.85,nan,24.608,50,52.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-03 00:00:00,2018-11-05 02:05:00,nan,nan,-2.2,-15.85,nan,24.608,50,52.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-04 00:00:00,2018-11-06 02:04:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-04 00:00:00,2018-11-06 02:04:00,nan,nan,9.93,-4.09,nan,34.68,51,28.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-05 00:00:00,2018-11-07 02:05:00,nan,nan,-0.89,-9.51,nan,20.634,71,66.285,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-05 00:00:00,2018-11-07 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-06 00:00:00,2018-11-08 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-06 00:00:00,2018-11-08 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-07 00:00:00,2018-11-09 14:02:00,nan,nan,1.4,-6.6,nan,41.008,61,62.545,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-07 00:00:00,2018-11-09 14:02:00,nan,nan,1.42,-6.02,nan,41.059,62,62.547,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-08 00:00:00,2018-11-10 03:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-08 00:00:00,2018-11-10 03:07:00,nan,nan,-0.85,-12.16,nan,28.64,52,24.925,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-09 00:00:00,2018-11-11 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-09 00:00:00,2018-11-11 02:05:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-10 00:00:00,2018-11-12 02:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-10 00:00:00,2018-11-12 02:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-11 00:00:00,2018-11-13 02:05:00,nan,nan,1.75,-8.93,nan,35.118,62,35.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-11 00:00:00,2018-11-13 02:05:00,nan,nan,1.85,-10.86,nan,35.478,55,37.663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-12 00:00:00,2018-11-14 03:10:00,nan,nan,0.42,-6.69,nan,22.089,62,60.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-12 00:00:00,2018-11-14 03:10:00,nan,nan,0.42,-6.69,nan,22.089,62,60.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-13 00:00:00,2018-11-15 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-13 00:00:00,2018-11-15 02:03:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-14 00:00:00,2018-11-16 02:05:00,nan,nan,1.19,-5.26,nan,42.781,53,68.736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-14 00:00:00,2018-11-16 02:05:00,nan,nan,-2.3,-6.87,nan,20.107,46,66.286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-15 00:00:00,2018-11-17 03:05:00,nan,nan,-2.63,-11.84,nan,29.43,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-15 00:00:00,2018-11-17 03:05:00,nan,nan,-2.63,-11.84,nan,29.43,53,14.125,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-16 00:00:00,2018-11-18 02:06:00,nan,nan,0.23,-3.08,nan,39.595,54,59.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-16 00:00:00,2018-11-18 02:06:00,nan,nan,0.23,-3.08,nan,39.595,54,59.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-17 00:00:00,2018-11-19 03:05:00,nan,nan,-0.37,-13.55,nan,26.667,54,36.007,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-17 00:00:00,2018-11-19 03:05:00,nan,nan,-1.77,-13.25,nan,26.671,54,36.008,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-18 00:00:00,2018-11-20 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-18 00:00:00,2018-11-20 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-19 00:00:00,2018-11-21 02:11:00,nan,nan,-0.87,-5.53,nan,23.669,54,52.548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-19 00:00:00,2018-11-21 02:11:00,nan,nan,-0.87,-5.53,nan,23.669,54,52.548,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-20 00:00:00,2018-11-22 01:04:00,nan,nan,11.16,-1.8,nan,33.651,54,28.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-20 00:00:00,2018-11-22 01:04:00,nan,nan,11.18,-0.94,nan,33.657,54,28.726,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-21 00:00:00,2018-11-23 02:06:00,nan,nan,-1.1,-8.61,nan,19.722,75,66.289,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-21 00:00:00,2018-11-23 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-22 00:00:00,2018-11-24 01:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-22 00:00:00,2018-11-24 01:10:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-23 00:00:00,2018-11-25 02:12:00,nan,nan,1.76,-8.37,nan,39.903,63,62.549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-23 00:00:00,2018-11-25 02:12:00,nan,nan,1.76,-8.37,nan,39.903,63,62.549,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-24 00:00:00,2018-11-27 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-24 00:00:00,2018-11-27 02:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-25 00:00:00,2018-11-28 04:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-25 00:00:00,2018-11-28 04:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-26 00:00:00,2018-11-28 04:08:00,nan,nan,-0.28,-5.38,nan,24.209,63,47.633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-26 00:00:00,2018-11-28 04:08:00,nan,nan,-0.28,-5.38,nan,24.209,63,47.633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-27 00:00:00,2018-11-29 01:46:00,nan,nan,1.84,-6.69,nan,34.001,63,35.401,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-27 00:00:00,2018-11-29 01:46:00,nan,nan,0.88,-2.43,nan,34.325,55,37.664,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-28 00:00:00,2018-11-30 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-28 00:00:00,2018-11-30 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-29 00:00:00,2018-12-01 12:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-29 00:00:00,2018-12-01 12:01:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-11-30 00:00:00,2018-12-02 02:10:00,nan,nan,1.15,-10.2,nan,41.479,55,68.74,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-11-30 00:00:00,2018-12-02 02:10:00,nan,1112,-2.11,-11.65,nan,19.165,45,66.291,nan,nan,1098,897,710,650,597,1000,1000,1000,1000,1000
QS  and Icacos,-18.375,-65.875,2018-12-01 00:00:00,2018-12-03 03:09:00,nan,nan,-0.08,-8.79,nan,28.283,59,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-01 00:00:00,2018-12-03 03:09:00,nan,nan,-0.08,-8.79,nan,28.283,59,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-02 00:00:00,2018-12-04 02:07:00,nan,nan,0.8,-4.06,nan,38.278,55,59.731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-02 00:00:00,2018-12-04 02:07:00,nan,nan,0.8,-4.06,nan,38.278,55,59.731,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-03 00:00:00,2018-12-05 03:05:00,nan,nan,0.11,-13.22,nan,25.21,56,38.279,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-03 00:00:00,2018-12-05 03:05:00,nan,nan,-1.23,-14.2,nan,25.529,59,36.009,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-04 00:00:00,2018-12-06 02:06:00,nan,2323,2.15,-10.84,nan,34.798,63,44.609,nan,nan,2729,2555,2316,2220,2127,847,854,857,857,857
Sabana,-18.375,-65.625,2018-12-04 00:00:00,2018-12-06 02:06:00,nan,2331,1.97,-17.82,nan,35.686,52,49.412,nan,nan,596,499,404,373,345,855,849,840,836,831
QS  and Icacos,-18.375,-65.875,2018-12-05 00:00:00,2018-12-07 02:04:00,nan,nan,-1.83,-16.63,nan,22.545,56,52.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-05 00:00:00,2018-12-07 02:04:00,nan,nan,-1.83,-16.63,nan,22.545,56,52.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-06 00:00:00,2018-12-08 02:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-06 00:00:00,2018-12-08 02:08:00,nan,nan,10.65,-0.89,nan,32.319,60,28.728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-07 00:00:00,2018-12-09 02:07:00,nan,nan,-0.03,-9.88,nan,18.649,79,66.294,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-07 00:00:00,2018-12-09 02:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-08 00:00:00,2018-12-10 01:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-08 00:00:00,2018-12-10 01:06:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-09 00:00:00,2018-12-11 03:05:00,nan,nan,0.48,-6.9,nan,38.403,63,62.554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-09 00:00:00,2018-12-11 03:05:00,nan,nan,0.48,-6.9,nan,38.403,63,62.554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-10 00:00:00,2018-12-12 03:07:00,nan,nan,1.19,-9.16,nan,25.781,63,29.316,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-10 00:00:00,2018-12-12 03:07:00,nan,nan,-0.58,-9.08,nan,26.3,56,24.927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-11 00:00:00,2018-12-13 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-11 00:00:00,2018-12-13 14:02:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-12 00:00:00,2018-12-14 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-12 00:00:00,2018-12-14 03:08:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-13 00:00:00,2018-12-15 02:06:00,nan,nan,2.53,-7.01,nan,32.476,63,35.403,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-13 00:00:00,2018-12-15 02:06:00,nan,nan,-0.08,-9.68,nan,33.132,46,39.952,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-14 00:00:00,2018-12-16 02:11:00,nan,nan,-1.23,-18.18,nan,20.589,55,57.719,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-14 00:00:00,2018-12-16 02:11:00,nan,nan,-0.13,-19.21,nan,20.54,55,57.72,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-15 00:00:00,2018-12-17 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-15 00:00:00,2018-12-17 01:07:00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-16 00:00:00,2018-12-18 14:05:00,nan,nan,-0.93,-6.84,nan,17.911,56,66.295,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-16 00:00:00,2018-12-18 14:05:00,nan,nan,-0.02,-10.74,nan,17.821,46,66.298,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-17 00:00:00,2018-12-19 03:12:00,nan,nan,-0.73,-3.88,nan,26.743,57,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-17 00:00:00,2018-12-19 03:12:00,nan,nan,-0.73,-3.88,nan,26.743,57,14.126,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-18 00:00:00,2018-12-20 02:12:00,nan,nan,-0.87,-1.75,nan,36.597,62,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-18 00:00:00,2018-12-20 02:12:00,nan,nan,-0.87,-1.75,nan,36.597,62,59.735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
QS  and Icacos,-18.375,-65.875,2018-12-19 00:00:00,2018-12-21 02:10:00,nan,nan,-0.75,-4.14,nan,24.01,57,36.01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sabana,-18.375,-65.625,2018-12-19 00:00:00,2018-12-21 02:10:00,nan,nan,-0.79,-4.35,nan,23.971,62,36.011,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
